district_key,total_rev_2122,total_exp_2122,cap_outlay_2122,debt_out_end_2122,debt_out_start_2122,debt_issued_2122,debt_retired_2122,debt_service_funds_2122,bond_funds_2122,other_funds_2122,GeoId,debt_district_only,debt_expanded
ADRIAN PUBLIC SCHOOL DISTRICT | MINNESOTA,9028000,12151000,3536000,5874000,0,5979000,105000,142000,0,7960000,2702730,5874000,13976000
ADRIAN PUBLIC SCHOOLS | MICHIGAN,47739000,44620000,2620000,0,0,0,2151000,868000,2877000,6558000,2601950,0,10303000
ADRIAN R-III | MISSOURI,8709000,7685000,193000,3605000,3955000,0,350000,512000,0,3928000,2902850,3605000,8045000
ADRIAN SD 61 | OREGON,5712000,5445000,37000,4490000,4575000,0,85000,37000,572000,1293000,4101020,4490000,6392000
ADVANCE R-IV | MISSOURI,5303000,5747000,1078000,3657000,3790000,0,133000,256000,0,2830000,2902880,3657000,6743000
ADVANCED MATH AND SCIENCE ACADEMY CHARTER (DISTRICT) | MASSACHUSETTS,18839000,17513000,4000,0,0,0,0,0,0,0,2500085,0,0
ADVANCED TECHNOLOGY ACADEMY | MICHIGAN,16963000,16174000,535000,10666000,10540000,0,454000,1166000,0,1272000,2600255,10666000,13104000
ADVANTAGE ACADEMY | TEXAS,14804000,11905000,0,0,0,0,0,0,0,7264000,4800041,0,7264000
ADVANTAGE ARTS ACADEMY | UTAH,3296000,15899000,12815000,0,0,0,0,0,0,334000,4900198,0,334000
ADVANTAGE CHARTER ACADEMY | LOUISIANA,8169000,8034000,993000,0,0,0,0,0,0,766000,2200268,0,766000
AEA 13 GREEN HILLS AEA | IOWA,14859000,31480000,374000,0,0,0,0,0,0,6645000,1999013,0,6645000
AEA 14 GREEN VALLEY AEA | IOWA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999013,NA,0
AECI II: NYC CHARTER HS | NEW YORK,0,8303000,0,0,0,0,0,0,0,0,3601195,0,0
AEROSTEM ACADEMY DISTRICT | CALIFORNIA,2423000,2362000,0,0,0,0,0,0,0,0,0601724,0,0
AFFTON 101 | MISSOURI,41544000,39732000,7226000,17030000,19475000,0,2445000,1124000,0,21088000,2902910,17030000,39242000
AFSA HIGH SCHOOL | MINNESOTA,7212000,7838000,1129000,19000,134000,0,115000,0,0,215000,2700186,19000,234000
AFTON | OKLAHOMA,5675000,5702000,176000,0,0,0,0,0,0,0,4002520,0,0
AFTON CENTRAL SCHOOL DISTRICT | NEW YORK,19767000,25616000,9758000,5021000,5757000,172000,886000,0,678000,10412000,3602400,5021000,16111000
AGAMIM CLASSICAL ACADEMY | MINNESOTA,4580000,4870000,481000,0,19000,0,19000,0,0,384000,2700394,0,384000
AGAR SCHOOL DISTRICT 58-1 | SOUTH DAKOTA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4622560,NA,0
AGAR-BLUNT-ONIDA SCHOOL DISTRICT 58-3 | SOUTH DAKOTA,4971000,4983000,268000,4575000,5075000,0,500000,0,0,6974000,4600042,4575000,11549000
AGATE SCHOOL DISTRICT NO. 300 | COLORADO,1879000,1801000,44000,0,0,0,0,0,0,1244000,0801980,0,1244000
AGAWAM | MASSACHUSETTS,80445000,83477000,714000,7112000,7975000,0,863000,0,0,0,2501800,7112000,7112000
AGBU ALEX-MARIE MANOOGIAN SCHOOL | MICHIGAN,3962000,4009000,0,0,0,0,96000,0,0,780000,2600106,0,780000
AGNES J. JOHNSON CHARTER DISTRICT | CALIFORNIA,1415000,1431000,0,0,0,0,0,0,0,129000,0602543,0,129000
AGORA CYBER CS | PENNSYLVANIA,114257000,107077000,0,0,0,0,0,0,0,18809000,4200140,0,18809000
AGRA | OKLAHOMA,4215000,4588000,272000,525000,0,525000,0,0,0,0,4002550,525000,525000
AGUA DULCE ISD | TEXAS,7407000,6544000,426000,4135000,4415000,0,280000,0,0,4502000,4807530,4135000,8637000
AGUA FRIA UNION HIGH SCHOOL DISTRICT (4289) | ARIZONA,113947000,155385000,58846000,115060000,123255000,0,8195000,0,0,0,0400450,115060000,115060000
AGUILA ELEMENTARY DISTRICT (4249) | ARIZONA,3013000,2749000,231000,0,0,0,0,0,0,309000,0400480,0,309000
AGUILAR REORGANIZED SCHOOL DISTRICT NO. 6 | COLORADO,2830000,2867000,72000,0,70000,0,70000,0,0,757000,0802010,0,757000
AGWSR COMM SCHOOL DISTRICT | IOWA,13125000,12720000,2425000,11825000,3620000,8595000,390000,1167000,0,12364000,1903060,11825000,25356000
AHSTW COMM SCHOOL DISTRICT | IOWA,12943000,10975000,663000,16175000,3640000,12900000,365000,419000,13043000,7721000,1904080,16175000,37358000
AIBT NON-PROFIT CHARTER HIGH SCHOOL - PHOENIX (79053) | ARIZONA,1627000,633000,138000,0,0,0,0,0,0,0,0400274,0,0
AIBT NON-PROFIT CHARTER HIGH SCHOOL INC. (449790) | ARIZONA,282000,106000,0,0,0,0,0,0,0,0,0400970,0,0
AIBT NON-PROFIT CHARTER HIGH SCHOOL INC. - MESA | ARIZONA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0400970,NA,0
AIKEN 01 | SOUTH CAROLINA,345272000,333099000,56386000,246746000,259761000,20520000,33535000,0,14152000,222640000,4500720,246746000,483538000
AIM ACADEMY OF SCIENCE & TECHNOLOGY | MINNESOTA,2364000,2212000,295000,0,0,0,0,0,0,184000,2700469,0,184000
AIMS COLLEGE PREP HIGH DISTRICT | CALIFORNIA,6863000,6815000,8000,0,0,0,0,0,0,0,0602227,0,0
AIMS COLLEGE PREP MIDDLE DISTRICT | CALIFORNIA,3401000,3292000,3000,0,0,0,0,0,0,0,0601479,0,0
AINSWORTH COMMUNITY SCHOOLS | NEBRASKA,9186000,8723000,95000,299000,811000,0,512000,0,936000,4582000,3102790,299000,5817000
AIRLINE CSD | MAINE,1122000,1226000,4000,257000,100000,195000,38000,0,0,268000,2302500,257000,525000
AIRPORT COMMUNITY SCHOOLS | MICHIGAN,41087000,36094000,1521000,25207000,26281000,0,977000,866000,2444000,9450000,2601980,25207000,37967000
AITKIN PUBLIC SCHOOL DISTRICT | MINNESOTA,17262000,17848000,2427000,2285000,2780000,0,495000,262000,0,6378000,2702760,2285000,8925000
AJO UNIFIED DISTRICT (4409) | ARIZONA,5441000,4303000,260000,0,0,0,0,0,0,0,0400520,0,0
AKIMEL O OTHAM PEE POSH CHARTER SCHOOL INC. (5978) | ARIZONA,203000,246000,0,0,0,0,0,0,0,0,0400403,0,0
AKIMEL O'OTHAM PEE POSH CHARTER SCHOOL INC. (78966) | ARIZONA,108000,248000,0,0,0,0,0,0,0,0,0400404,0,0
AKIN CCSD 91 | ILLINOIS,2651000,2101000,178000,13000,38000,0,25000,27000,140000,3701000,1703210,13000,3881000
AKRON CAREER TECH HIGH SCHOOL | OHIO,450000,436000,0,0,0,0,0,0,0,0,3901631,0,0
AKRON CENTRAL SCHOOL DISTRICT | NEW YORK,35670000,34848000,3637000,16820000,11480000,7225000,1885000,1143000,32000,19793000,3602430,16820000,37788000
AKRON CITY | OHIO,430552000,428876000,32250000,0,0,0,0,13000,33647000,104565000,3904348,0,138225000
AKRON COMMUNITY SCHOOL | OHIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3901429,NA,0
AKRON DIGITAL ACADEMY | OHIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3900252,NA,0
AKRON PREPARATORY SCHOOL | OHIO,4772000,4687000,107000,0,0,0,0,0,0,82000,3901503,0,82000
AKRON SCHOOL DISTRICT NO. R-1 | COLORADO,6607000,5903000,66000,3883000,4235000,0,351000,542000,0,3204000,0802040,3883000,7629000
AKRON WESTFIELD COMM SCHOOL DISTRICT | IOWA,9505000,9741000,1238000,8686000,479000,8420000,213000,0,8304000,4096000,1903220,8686000,21086000
AKRON-FAIRGROVE SCHOOLS | MICHIGAN,6367000,8276000,2883000,9631000,10183000,0,513000,531000,292000,564000,2602010,9631000,11018000
AKROS MIDDLE SCHOOL | OHIO,1811000,2028000,26000,0,0,0,0,0,0,33000,3901428,0,33000
AL INST DEAF AND BLIND | ALABAMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0100009,NA,0
AL SCH OF MATH AND SCIENCE | ALABAMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0100010,NA,0
ALA CHARLOTTE | NORTH CAROLINA,2552000,2507000,0,0,0,0,0,0,0,586000,3700350,0,586000
ALABAMA AEROSPACE AND AVIATION | ALABAMA,1910000,1889000,320000,82118000,81548000,570000,0,0,414000,162000,0100213,82118000,82694000
ALABAMA SCHOOL OF CYBER TECHNOLOGY AND ENGINEERING | ALABAMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0100212,NA,0
ALABAMA SCHOOL OF FINE ARTS | ALABAMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0100018,NA,0
ALABAMA YOUTH SERVICES | ALABAMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0100002,NA,0
ALABASTER CITY | ALABAMA,99923000,94774000,10621000,125780000,130286000,0,4506000,1538000,5252000,13000000,0100190,125780000,145570000
ALACHUA | FLORIDA,366408000,373067000,42938000,129581000,143583000,0,14002000,0,0,75830000,1200030,129581000,205411000
ALAIN LEROY LOCKE COLLEGE PREPARATORY ACADEMY DISTRICT | CALIFORNIA,25812000,24846000,0,0,0,0,0,0,0,0,0602092,0,0
ALAMANCE COMMUNITY SCHOOL | NORTH CAROLINA,5001000,4657000,427000,0,0,0,0,0,0,881000,3700467,0,881000
ALAMANCE-BURLINGTON SCHOOLS | NORTH CAROLINA,278553000,347892000,71028000,134867000,145242000,0,10375000,0,0,18659000,3700030,134867000,153526000
ALAMEDA CNTY. STUDENT EXCHANGE PROG. | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0601355,NA,0
ALAMEDA COMMUNITY LEARNING CENTER DISTRICT | CALIFORNIA,4861000,4740000,0,0,0,0,0,0,0,0,0601664,0,0
ALAMEDA COUNTY OFFICE OF EDUCATION | CALIFORNIA,80200000,52386000,1212000,0,0,0,0,0,2516000,62264000,0691051,0,64780000
ALAMEDA UNIFIED | CALIFORNIA,181165000,171190000,11651000,197331000,203760000,0,6429000,13955000,29609000,72238000,0601770,197331000,313133000
ALAMO | TENNESSEE,6444000,5799000,146000,11524000,120000,0,120000,0,0,0,4700030,11524000,11524000
ALAMO HEIGHTS ISD | TEXAS,70011000,100672000,5335000,171075000,182780000,26415000,38120000,726000,2873000,24184000,4807590,171075000,198858000
ALAMOGORDO | NEW MEXICO,75860000,72814000,9176000,42625000,42525000,4000000,3900000,5551000,21216000,5324000,3500030,42625000,74716000
ALAMOSA SCHOOL DISTRICT NO. RE-11J | COLORADO,30677000,26562000,1376000,7630000,8985000,0,1355000,1772000,0,17314000,0802070,7630000,26716000
ALANREED ISD | TEXAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4827030,NA,0
ALANSON PUBLIC SCHOOLS | MICHIGAN,3948000,4182000,995000,1460000,1470000,0,180000,53000,533000,941000,2621810,1460000,2987000
ALASKA GATEWAY SCHOOL DISTRICT | ALASKA,15690000,16910000,654000,0,0,0,0,0,0,0,0200050,0,0
ALBA PUBLIC SCHOOLS | MICHIGAN,1829000,1471000,17000,200000,425000,0,215000,31000,52000,307000,2602040,200000,590000
ALBA-GOLDEN ISD | TEXAS,12771000,12059000,962000,1355000,1445000,0,90000,0,0,7112000,4807650,1355000,8467000
ALBANY CITY SCHOOL DISTRICT | NEW YORK,337793000,334031000,49450000,137930000,91790000,62445000,9500000,568000,20327000,71334000,3602460,137930000,230159000
ALBANY CITY UNIFIED | CALIFORNIA,97265000,106718000,20910000,98320000,103330000,0,5010000,7389000,18853000,23765000,0601860,98320000,148327000
ALBANY COUNTY SCHOOL DISTRICT #1 | WYOMING,87319000,88975000,3388000,13975000,15450000,0,1475000,0,0,0,5600730,13975000,13975000
ALBANY ISD | TEXAS,7532000,6655000,67000,758000,815000,0,57000,0,0,4497000,4807680,758000,5255000
ALBANY LEADERSHIP CHARTER SCHOOL FOR GIRLS | NEW YORK,0,6400000,0,0,0,0,0,0,0,0,3601006,0,0
ALBANY PUBLIC SCHOOL DISTRICT | MINNESOTA,28067000,26744000,759000,31981000,33653000,0,1672000,1706000,0,8996000,2702930,31981000,42683000
ALBANY R-III | MISSOURI,6070000,5903000,280000,220000,335000,0,115000,0,0,1841000,2902970,220000,2061000
ALBANY SCHOOL DISTRICT | NEW HAMPSHIRE,1838000,3380000,0,0,0,0,0,0,0,304000,3301350,0,304000
ALBANY SCHOOL DISTRICT | WISCONSIN,7895000,7003000,245000,1810000,2140000,0,330000,12000,0,2463000,5500120,1810000,4285000
ALBANY SCHOOL DISTRICT | VERMONT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5003480,NA,0
ALBANY-SCHOHARIE-SCHENECTADY-SARATOGA BOCES | NEW YORK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3680100,NA,0
ALBEMARLE CITY SCHOOLS | NORTH CAROLINA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3702560,NA,0
ALBEMARLE COUNTY PUBLIC SCHOOLS | VIRGINIA,283473000,277138000,40916000,89135000,99419000,0,10284000,0,0,0,5100090,89135000,89135000
ALBERS SD 63 | ILLINOIS,2450000,1998000,83000,178000,233000,0,56000,43000,0,2734000,1703270,178000,2955000
ALBERT CITY-TRUESDALE COMM SCHOOL DISTRICT | IOWA,3839000,3608000,731000,0,0,0,0,0,0,3021000,1900031,0,3021000
ALBERT CITY-TRUESDALE COMM SCHOOL DISTRICT | IOWA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900031,NA,0
ALBERT EINSTEIN ACADEMIES DISTRICT | CALIFORNIA,17200000,17322000,367000,0,0,0,0,0,0,0,0601896,0,0
ALBERT EINSTEIN ACADEMY FOR LETTERS ARTS AND SCIENCES-OHIO | OHIO,4502000,4427000,0,0,0,0,0,0,0,1087000,3901539,0,1087000
ALBERT GALLATIN AREA SD | PENNSYLVANIA,65685000,61041000,3264000,22795000,25810000,0,3015000,0,2425000,11298000,4202100,22795000,36518000
ALBERT LEA PUBLIC SCHOOL DISTRICT | MINNESOTA,62782000,59331000,2332000,39066000,41721000,0,2655000,2601000,0,8124000,2702970,39066000,49791000
ALBERTON ELEM | MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3007830,NA,0
ALBERTON K-12 SCHOOLS | MONTANA,3126000,3018000,162000,26000,26000,0,0,0,46000,1006000,3001860,26000,1078000
ALBERTVILLE CITY | ALABAMA,74598000,65734000,2417000,20364000,23516000,0,3152000,19554000,7316000,15858000,0100005,20364000,63092000
ALBIA COMM SCHOOL DISTRICT | IOWA,16844000,15754000,1362000,8888000,9462000,0,574000,0,0,7424000,1903270,8888000,16312000
ALBION | OKLAHOMA,927000,867000,17000,0,0,0,30000,17000,22000,29000,4002580,0,68000
ALBION CENTRAL SCHOOL DISTRICT | NEW YORK,45187000,64605000,2605000,0,0,0,0,0,12333000,36358000,3602520,0,48691000
ALBION ELEM | MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3006112,NA,0
ALBION PUBLIC SCHOOLS | MICHIGAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2604620,NA,0
ALBUQUERQUE | NEW MEXICO,1290622000,1267997000,167409000,616030000,613255000,57000000,54225000,89202000,295305000,125633000,3500060,616030000,1126170000
ALBUQUERQUE BILINGUAL ACADEMY | NEW MEXICO,5759000,6632000,1855000,0,0,0,0,0,1590000,1599000,3500134,0,3189000
ALBUQUERQUE COLLEGIATE CHARTER SCHOOL | NEW MEXICO,2313000,2398000,194000,0,0,0,0,0,6000,491000,3500181,0,497000
ALBUQUERQUE INSTITUTE OF MATH & SCIENCE | NEW MEXICO,4647000,3822000,322000,0,0,0,0,0,2262000,1887000,3500130,0,4149000
ALBURGH SCHOOL DISTRICT | VERMONT,6478000,6587000,173000,0,0,0,0,0,0,0,5001770,0,0
ALBURNETT COMM SCHOOL DISTRICT | IOWA,10775000,16906000,7707000,16450000,20455000,0,4005000,11000,7469000,3567000,1903300,16450000,27497000
ALCESTER-HUDSON SCHOOL DISTRICT 61-1 | SOUTH DAKOTA,5608000,5223000,222000,8480000,8887000,0,407000,389000,0,3184000,4600028,8480000,12053000
ALCOA | TENNESSEE,30714000,31434000,1370000,34985000,34985000,20273000,9239000,0,0,0,4700060,34985000,34985000
ALCONA COMMUNITY SCHOOLS | MICHIGAN,12583000,11867000,1702000,0,0,0,68000,0,89000,1351000,2602160,0,1440000
ALCORN SCHOOL DIST | MISSISSIPPI,36185000,34070000,1496000,3024000,3447000,0,423000,1992000,0,7714000,2800390,3024000,12730000
ALDA PUBLIC SCHOOL | NEBRASKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3100080,NA,0
ALDEN CENTRAL SCHOOL DISTRICT | NEW YORK,39738000,36044000,3379000,19610000,19815000,1725000,1930000,0,1006000,21988000,3602550,19610000,42604000
ALDEN COMM SCHOOL DISTRICT | IOWA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900032,NA,0
ALDEN COMM SCHOOL DISTRICT | IOWA,4460000,3888000,112000,0,0,0,0,0,0,932000,1900032,0,932000
ALDEN HEBRON SD 19 | ILLINOIS,8765000,8238000,98000,325000,380000,0,55000,130000,58000,5721000,1703300,325000,6234000
ALDEN-CONGER PUBLIC SCHOOL DISTRICT | MINNESOTA,7244000,7444000,353000,10141000,10652000,0,511000,245000,0,1440000,2703030,10141000,11826000
ALDER ELEM | MONTANA,305000,310000,1000,0,0,0,0,0,53000,53000,3017460,0,106000
ALDER GROVE CHARTER SCHOOL 2 DISTRICT | CALIFORNIA,6195000,5390000,0,0,0,0,0,0,0,7057000,0602072,0,7057000
ALDINE ISD | TEXAS,929011000,797690000,18635000,970855000,995125000,0,24270000,39783000,0,435539000,4807710,970855000,1446177000
ALDO LEOPOLD CHARTER | NEW MEXICO,2959000,3006000,239000,0,0,0,0,0,143000,455000,3500138,0,598000
ALEDO CUSD 201 | ILLINOIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1711610,NA,0
ALEDO ISD | TEXAS,99150000,159398000,72421000,270192000,278389000,0,8197000,3555000,24783000,31638000,4807780,270192000,330168000
ALEGENT/IMMANUEL RTC | NEBRASKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3100181,NA,0
ALEUTIAN REGION SCHOOL DISTRICT | ALASKA,1725000,2391000,0,0,0,0,0,0,0,0,0200010,0,0
ALEUTIANS EAST BOROUGH SCHOOL DISTRICT | ALASKA,10812000,12623000,540000,4921000,5589000,0,669000,0,0,0,0200007,4921000,4921000
ALEX | OKLAHOMA,10289000,8480000,2519000,550000,0,1990000,1440000,2600000,2607000,2637000,4002670,550000,8394000
ALEXANDER 2 | NORTH DAKOTA,7728000,6542000,1295000,5210000,5210000,0,0,841000,1999000,2919000,3801760,5210000,10969000
ALEXANDER CENTRAL SCHOOL DISTRICT | NEW YORK,21470000,19599000,2106000,785000,1075000,0,290000,7000,1069000,6624000,3602580,785000,8485000
ALEXANDER CITY | ALABAMA,42737000,43175000,1553000,92211000,67846000,25367000,1003000,1766000,79188000,6044000,0100030,92211000,179209000
ALEXANDER COUNTY SCHOOLS | NORTH CAROLINA,61123000,60475000,1481000,0,0,0,0,0,0,8774000,3700090,0,8774000
ALEXANDER LOCAL | OHIO,25794000,21806000,663000,1185000,1825000,0,640000,479000,0,11297000,3904590,1185000,12961000
ALEXANDER PUBLIC SCHOOLS | MAINE,1317000,1258000,23000,0,0,0,0,0,0,93000,2302280,0,93000
ALEXANDER VALLEY UNION ELEMENTARY | CALIFORNIA,3669000,8308000,5263000,5440000,5515000,0,75000,139000,607000,1915000,0601890,5440000,8101000
ALEXANDRIA CENTRAL SCHOOL DISTRICT | NEW YORK,15147000,14517000,1176000,5743000,6108000,298000,663000,196000,3257000,4195000,3602670,5743000,13391000
ALEXANDRIA CITY PUBLIC SCHOOLS | VIRGINIA,341712000,338592000,6993000,0,0,0,0,0,0,0,5100120,0,0
ALEXANDRIA COMMUNITY SCHOOL CORP | INDIANA,22376000,20417000,1110000,19824000,19832000,505000,513000,187000,186000,10364000,1800120,19824000,30561000
ALEXANDRIA PUBLIC SCHOOL DISTRICT | MINNESOTA,69868000,76015000,9344000,89194000,81460000,11154000,3419000,3354000,0,20413000,2703060,89194000,112961000
ALEXANDRIA TOWNSHIP SCHOOL DISTRICT | NEW JERSEY,13834000,16952000,3969000,0,0,0,0,0,0,3174000,3400690,0,3174000
ALFRED-ALMOND CENTRAL SCHOOL DISTRICT | NEW YORK,18535000,20318000,2300000,8786000,6212000,3734000,981000,529000,33000,6227000,3602700,8786000,15575000
ALGOMA SCHOOL DISTRICT | WISCONSIN,12115000,10521000,294000,2630000,3000000,0,370000,690000,0,4472000,5500150,2630000,7792000
ALGONA COMM SCHOOL DISTRICT | IOWA,24657000,24664000,4060000,8635000,9702000,0,1067000,17000,0,3895000,1903360,8635000,12547000
ALGONAC COMMUNITY SCHOOL DISTRICT | MICHIGAN,23329000,19816000,850000,16405000,18200000,0,1600000,221000,1585000,4992000,2602190,16405000,23203000
ALHAMBRA CITY ELEMENTARY | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0620190,NA,0
ALHAMBRA CITY HIGH | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0635110,NA,0
ALHAMBRA ELEMENTARY DISTRICT (4280) | ARIZONA,149181000,139117000,17782000,37560000,38980000,0,1420000,2374000,11607000,0,0400600,37560000,51541000
ALHAMBRA UNIFIED | CALIFORNIA,372599000,363694000,18665000,206340000,217289000,7707000,18655000,12476000,27493000,85233000,0600153,206340000,331542000
ALICE ISD | TEXAS,70568000,72282000,8536000,33555000,35525000,0,1970000,0,0,22527000,4807800,33555000,56082000
ALICE M HARTE ELEMENTARY CHARTER SCHOOL | LOUISIANA,10911000,9524000,0,0,0,0,0,0,0,5822000,2200279,0,5822000
ALIEF ISD | TEXAS,625359000,619326000,60194000,342348000,338314000,29335000,25301000,13052000,95288000,110295000,4807830,342348000,560983000
ALIEF MONTESSORI COMMUNITY SCHOOL | TEXAS,4270000,2630000,0,0,0,0,0,0,0,3195000,4800035,0,3195000
ALINE-CLEO | OKLAHOMA,2794000,2314000,34000,0,0,0,320000,0,0,0,4002720,0,0
ALIQUIPPA SD | PENNSYLVANIA,21882000,22556000,342000,0,0,0,0,0,0,3190000,4202130,0,3190000
ALISAL UNION | CALIFORNIA,163346000,142605000,7612000,94927000,83866000,16476000,5415000,5064000,24593000,105236000,0601950,94927000,229820000
ALL ABOARD CHARTER SCHOOL (79969) | ARIZONA,1565000,1389000,0,0,0,0,0,0,0,0,0400396,0,0
ALL TRIBES CHARTER DISTRICT | CALIFORNIA,1365000,1389000,0,0,0,0,0,0,0,0,0601989,0,0
ALL TRIBES ELEMENTARY CHARTER DISTRICT | CALIFORNIA,1174000,1065000,0,0,0,0,0,0,0,0,0601521,0,0
ALLAMAKEE COMM SCHOOL DISTRICT | IOWA,17695000,15497000,526000,6235000,7355000,0,1120000,42000,0,9244000,1903390,6235000,15521000
ALLAMOORE ISD | TEXAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4807890,NA,0
ALLAMUCHY TOWNSHIP SCHOOL DISTRICT | NEW JERSEY,14658000,14210000,332000,0,0,0,0,0,0,771000,3400720,0,771000
ALLEGAN AREA EDUCATIONAL SERVICE AGENCY | MICHIGAN,35191000,32094000,549000,1965000,2299000,0,335000,0,0,13857000,2680100,1965000,15822000
ALLEGAN PUBLIC SCHOOLS | MICHIGAN,35188000,34237000,2848000,0,0,0,4772000,623000,20904000,3562000,2602220,0,25089000
ALLEGANY COUNTY PUBLIC SCHOOLS | MARYLAND,164394000,152554000,8986000,13280000,13280000,1318000,947000,0,0,0,2400030,13280000,13280000
ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT | NEW YORK,30966000,28870000,5412000,17365000,16745000,4595000,1205000,321000,789000,9562000,3600015,17365000,28037000
ALLEGHANY COUNTY SCHOOLS | NORTH CAROLINA,26032000,23957000,2188000,1898000,2522000,0,624000,0,0,6124000,3700120,1898000,8022000
ALLEGHANY HIGHLANDS PUBLIC SCHOOLS | VIRGINIA,30644000,27714000,617000,0,0,0,0,0,0,0,5100152,0,0
ALLEGHENY IU 3 | PENNSYLVANIA,157084000,154873000,6356000,3246000,8344000,0,5098000,0,0,54658000,4289130,3246000,57904000
ALLEGHENY VALLEY SD | PENNSYLVANIA,26134000,21545000,190000,24321000,25874000,8750000,10303000,0,7914000,12461000,4202190,24321000,44696000
ALLEGHENY-CLARION VALLEY SD | PENNSYLVANIA,16402000,16719000,577000,2565000,2945000,0,380000,0,1000,3362000,4202310,2565000,5928000
ALLEGIANCE STEAM ACADEMY - THRIVE DISTRICT | CALIFORNIA,10114000,9538000,33000,0,0,0,0,0,0,0,0602175,0,0
ALLEGIANT PREPARATORY ACADEMY | INDIANA,1585000,1413000,111000,0,0,0,0,0,0,590000,1800199,0,590000
ALLEN | OKLAHOMA,7554000,6682000,673000,0,0,19000,533000,460000,104000,1992000,4002760,0,2556000
ALLEN ACADEMY | MICHIGAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2600136,NA,0
ALLEN CONSOLIDATED SCHOOLS | NEBRASKA,3739000,3987000,130000,0,74000,0,130000,256000,170000,2948000,3102880,0,3374000
ALLEN COUNTY | KENTUCKY,39747000,36930000,576000,21932000,24682000,0,2750000,0,212000,6830000,2100070,21932000,28974000
ALLEN COUNTY ESC | OHIO,9983000,10385000,1000,0,0,0,0,0,0,80000,3904574,0,80000
ALLEN EAST LOCAL | OHIO,14477000,12969000,1352000,3685000,4115000,0,430000,555000,6524000,8973000,3904575,3685000,19737000
ALLEN ISD | TEXAS,296057000,330629000,87095000,677381000,630086000,87520000,40224000,33639000,133881000,109250000,4807890,677381000,954151000
ALLEN PARISH | LOUISIANA,62816000,59631000,2717000,22430000,23745000,7120000,8435000,1199000,475000,31378000,2200060,22430000,55482000
ALLEN PARK PUBLIC SCHOOLS | MICHIGAN,56035000,56464000,7333000,67639000,71436000,611000,4410000,160000,20826000,5391000,2602520,67639000,94016000
ALLEN VILLAGE | MISSOURI,8384000,8261000,115000,0,0,0,0,0,0,3671000,2900025,0,3671000
ALLEN-BOWDEN | OKLAHOMA,4021000,4140000,19000,0,0,0,85000,75000,9000,680000,4002790,0,764000
ALLEN-COCHRAN ENTERPRISES INC. (4347) | ARIZONA,3654000,3054000,65000,0,0,0,0,0,0,1161000,0400111,0,1161000
ALLEN-OTTER CREEK CCSD 65 | ILLINOIS,2285000,1813000,0,205000,300000,0,95000,2000,0,1433000,1703420,205000,1640000
ALLENDALE 01 | SOUTH CAROLINA,25580000,22792000,3494000,3605000,4741000,0,1136000,0,1878000,5208000,4500750,3605000,10691000
ALLENDALE CCSD 17 | ILLINOIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1703450,NA,0
ALLENDALE PUBLIC SCHOOL DISTRICT | NEW JERSEY,22710000,20440000,30000,0,0,0,0,0,0,14493000,3400750,0,14493000
ALLENDALE PUBLIC SCHOOLS | MICHIGAN,45426000,40360000,1401000,104444000,109966000,9908000,14108000,158000,3716000,5807000,2602550,104444000,114125000
ALLENHURST SCHOOL DISTRICT | NEW JERSEY,486000,426000,0,0,0,0,0,0,0,543000,3400780,0,543000
ALLENSTOWN SCHOOL DISTRICT | NEW HAMPSHIRE,12453000,21494000,8422000,0,0,0,0,0,0,2140000,3301380,0,2140000
ALLENSWORTH ELEMENTARY | CALIFORNIA,1785000,1796000,57000,0,0,0,0,0,0,917000,0601980,0,917000
